id,error_type,sentence_text,gold_label,gold_trigger,pred_label,pred_trigger,gold_ix,pred_ix,1_tok_error,1_tok_error_missclf,specialised context/creative language,Lexical sparse,plausible: saliency,ambiguous trigger,example,,,notes
amzn13_5,spurious,"` ` ( i ) Further B2C eCommerce market share gains in large retail verticals like Apparel , Consumables , & Food & Bev Grocery , key drivers of the eCommerce business near and intermediate term ;",,,Macroeconomics,drivers,,160,,,y,y,,,,,,
amzn13_6,missing,"( ii ) Emerging eCommerce verticals like B2B , where AMZN recently introduced Prime for Business for small businesses to enterprise customers , signaling its emergent position in the estimated ~ $ 1.1 TN US , UK and German B2B eCommerce markets .",Macroeconomics,Emerging,,,173,,,,y,,,,,,,
amzn13_7,spurious,"AMZN ' s current US B2B product mix is diverse , offering Medical Supplies to Precision Parts to Consumables / Groceries with ability to service the opportunity within existing fulfillment infrastructure ;",,,Product/Service,offering,,224,,,y,,y,,,,,annotation error
amzn13_8,spurious,"( iii ) Significant Int ' l opportunity in existing and newer markets like India $ 1.1 TN retail sales , ~ 1 % eCom penetration , Mexico $ 426BN retail sales , ~ 2 % eCom penetration , and Australia $ 253BN retail sales , 5 % eCom penetration ;",,,SalesVolume,sales,,276,,,y,,y,,,,,annotation error
amzn13_8,spurious,"( iii ) Significant Int ' l opportunity in existing and newer markets like India $ 1.1 TN retail sales , ~ 1 % eCom penetration , Mexico $ 426BN retail sales , ~ 2 % eCom penetration , and Australia $ 253BN retail sales , 5 % eCom penetration ;",,,SalesVolume,sales,,264,,,y,,y,,,,,annotation error
amzn13_8,spurious,"( iii ) Significant Int ' l opportunity in existing and newer markets like India $ 1.1 TN retail sales , ~ 1 % eCom penetration , Mexico $ 426BN retail sales , ~ 2 % eCom penetration , and Australia $ 253BN retail sales , 5 % eCom penetration ;",,,SalesVolume,sales,,289,,,y,,y,,,,,annotation error
amzn13_8,missing,"( iii ) Significant Int ' l opportunity in existing and newer markets like India $ 1.1 TN retail sales , ~ 1 % eCom penetration , Mexico $ 426BN retail sales , ~ 2 % eCom penetration , and Australia $ 253BN retail sales , 5 % eCom penetration ;",Macroeconomics,opportunity,,,252,,,,y,,,y,,,,
amzn13_9,spurious,( iv ) AWS is the market leader in Public Cloud with an $ 18BN revenue run-rate and ~ 25 % operating margins .,,,Macroeconomics,market,,302,1,,y,,,,,,,
amzn13_9,spurious,( iv ) AWS is the market leader in Public Cloud with an $ 18BN revenue run-rate and ~ 25 % operating margins .,,,Revenue,revenue,,311,1,,y,,,,,,,
amzn13_9,missing,( iv ) AWS is the market leader in Public Cloud with an $ 18BN revenue run-rate and ~ 25 % operating margins .,Revenue,run-rate,,,312,,1,,y,y,,,,,,
amzn13_10,spurious,AWS should enjoy years of secular tailwinds driving revenue CAGR of ~ 26 % ' 18 - ` 23 as workloads migrate to the Cloud ;,,,Revenue,revenue,,328,1,,y,,,,,,,
amzn13_10,mismatch_label,AWS should enjoy years of secular tailwinds driving revenue CAGR of ~ 26 % ' 18 - ` 23 as workloads migrate to the Cloud ;,Revenue,CAGR,Profit/Loss,CAGR,329,329,,,y,,,,,,,annotation error
amzn13_10,missing,AWS should enjoy years of secular tailwinds driving revenue CAGR of ~ 26 % ' 18 - ` 23 as workloads migrate to the Cloud ;,Macroeconomics,tailwinds,,,326,,,,y,,,,,,,
amzn13_11,spurious,"( v ) AMZN Advertising , while still nascent , offers a dual value prop , a revenue growth opportunity driven by great user targeting given vast 1P user data , and b significant margin opportunity . ' '",,,Revenue,revenue,,363,1,,y,,,,,,,
amzn13_11,missing,"( v ) AMZN Advertising , while still nascent , offers a dual value prop , a revenue growth opportunity driven by great user targeting given vast 1P user data , and b significant margin opportunity . ' '",Revenue,growth,,,364,,1,,y,,,,,,,
amzn13_11,missing,"( v ) AMZN Advertising , while still nascent , offers a dual value prop , a revenue growth opportunity driven by great user targeting given vast 1P user data , and b significant margin opportunity . ' '",Profit/Loss,opportunity,,,381,,,,y,,,,,,,
amzn13_12,spurious,"They write that despite Amazon ' s rally , the market is still underestimating the company , as it ' s one of the few in the world that can add $ 100 billion or more in addressable opportunities by expanding into new markets domestically and internationally , while building its share in areas where it already competes .",,,Macroeconomics,market,,395,,,,,,y,,,,
amzn13_12,spurious,"They write that despite Amazon ' s rally , the market is still underestimating the company , as it ' s one of the few in the world that can add $ 100 billion or more in addressable opportunities by expanding into new markets domestically and internationally , while building its share in areas where it already competes .",,,Macroeconomics,competes,,442,,,,,y,,,,,
amzn13_12,missing,"They write that despite Amazon ' s rally , the market is still underestimating the company , as it ' s one of the few in the world that can add $ 100 billion or more in addressable opportunities by expanding into new markets domestically and internationally , while building its share in areas where it already competes .",Revenue,add,,,415,,,,,y,,y,,,,
amzn13_12,missing,"They write that despite Amazon ' s rally , the market is still underestimating the company , as it ' s one of the few in the world that can add $ 100 billion or more in addressable opportunities by expanding into new markets domestically and internationally , while building its share in areas where it already competes .",Macroeconomics,expanding,,,425,,,,,,,,,,,
amzn13_13,missing,They also see Amazon Prime as a long-term growth driver .,FinancialReport,driver,,,453,,,,,y,,,,,,
amzn13_14,missing,"( Earlier this week , Instinet said it was bullish about Amazon ' s apparel business as well . )",Rating,bullish,,,464,,,,,,,,,,,
amzn13_15,spurious,Shares of Amazon are up 0.5 % to $ 1157.87 this afternoon .,,,SecurityValue,up,,479,1,,,,,,,,,
amzn13_15,spurious,Shares of Amazon are up 0.5 % to $ 1157.87 this afternoon .,,,SecurityValue,are,,478,1,,,,,,,,,
amzn14_2,mismatch_label,"The Echo Dot , which stars Amazon ' s cheerful virtual assistant , was the best-selling item on all of Amazon during the 2017 winter shopping period , the online-retail giant said in a release this week .",SalesVolume,best-selling,Macroeconomics,best-selling,38,38,,,,,,y,,,,
amzn14_5,spurious,"Some models , like the new Echo Spot , the Echo Dot , and Echo Buttons accessories sold out , and are now only available for post-holiday pre-order .",,,Product/Service,available,,135,,,,,y,,,,,
amzn14_6,mismatch_label,"The Fire TV Stick with Alexa Voice Remote , a streaming device , was also a popular buy .",CSR/Brand,buy,Rating,buy,157,157,,,,,,y,,,,
amzn14_7,missing,"If we are conservative and estimate that Amazon sold 20 million of its best seller , the Echo Dot , at the holiday sale price of $ 29.99 , that would equal around $ 600 million in sales , research firm Nomura ' s Instinet said in a report .",Product/Service,price,,,183,,,,,,,,,,,
amzn14_7,missing,"If we are conservative and estimate that Amazon sold 20 million of its best seller , the Echo Dot , at the holiday sale price of $ 29.99 , that would equal around $ 600 million in sales , research firm Nomura ' s Instinet said in a report .",SalesVolume,that,,,188,,,,,,,,,,,coref
amzn14_8,mismatch_label,"The number may be even higher give that other Echo devices , like the Show and Spot , cost upwards of $ 200 and $ 100 , respectively .",Product/Service,cost,Expense,cost,227,227,,,,,,y,,,,
amzn14_9,mismatch_label,Amazon ' s markdowns and more affordable options may have helped introduce Alexa to more homes this holiday season .,SalesVolume,introduce,Product/Service,introduce,249,249,,,,,,y,,,,
amzn14_10,missing,"The Echo Dot , which usually sells for $ 50 and is the cheapest Echo device on the market , was on sale for $ 29.99 during the holidays - - a 40 % discount .",Product/Service,the,,,270,,1,,,,,,,,,
amzn14_10,missing,"The Echo Dot , which usually sells for $ 50 and is the cheapest Echo device on the market , was on sale for $ 29.99 during the holidays - - a 40 % discount .",Product/Service,sells,,,264,,,,,,,y,,,,
amzn14_11,missing,The regular echo was marked down to $ 79.99 .,Product/Service,marked,,,298,,,,,y,,,,,,
amzn14_12,missing,"And the Echo Spot was introduced this year as a more affordable and compact version of the Echo Show , which has camera and video capabilities .",Product/Service,affordable,,,315,,,,,,,,,,,
ba14_0,mismatch_label,Boeing ' s Low-Altitude Bid,Merger/Acquisition,Bid,Rating,Bid,4,4,,,,,,,,,,
ba14_2,spurious,"Boeing has been aggressively pursuing a takeover of the Brazilian regional jet maker , a remarkable shift for a company that dubbed a similar combination struck by Airbus SE and Bombardier Inc . in October ` ` a questionable deal ' ' that would n't force it to change its strategic path .",,,Deal,deal,,57,,,,,,y,,,,
ba14_5,spurious,"According to the Wall Street Journal , Boeing and Embraer have informally agreed to a deal at . . . $ 28 a share .",,,Deal,agreed,,123,1,,,,,y,,,,
ba14_7,spurious,A bid of $ 28 would be 40 percent higher than where Embraer was trading before news emerged of Boeing ' s interest .,,,SecurityValue,trading,,170,1,,,,,,,,,
ba14_7,missing,A bid of $ 28 would be 40 percent higher than where Embraer was trading before news emerged of Boeing ' s interest .,SecurityValue,higher,,,165,,1,,,,,,,,,
ba14_7,missing,A bid of $ 28 would be 40 percent higher than where Embraer was trading before news emerged of Boeing ' s interest .,Merger/Acquisition,bid,,,157,,,,,,,,,,,
ba14_8,missing,"That ' s not insignificant , but also not atypical in M & A , especially lately .",Merger/Acquisition,M,,,191,,1,,,,,,,,,
ba14_9,missing,"It ' s also worth noting that Embraer ' s stock had taken a hit this fall as the company faced the prospect of heightened competition from the Bombardier-Airbus combination , a problem it could better handle as part of Boeing .",Merger/Acquisition,combination,,,227,,,,,,,,,,,coref
ba14_9,missing,"It ' s also worth noting that Embraer ' s stock had taken a hit this fall as the company faced the prospect of heightened competition from the Bombardier-Airbus combination , a problem it could better handle as part of Boeing .",Merger/Acquisition,problem,,,230,,,,,,,,,,,coref
ba14_10,spurious,Falling Short,,,SecurityValue,Falling,,240,,,y,,,,,,,
ba14_12,spurious,"The American depositary receipts had climbed to about $ 27 heading into Friday , a level that ' s untenable if the ultimate price is just $ 1 higher because the deal has n't even officially been inked yet and faces significant regulatory hurdles .",,,SecurityValue,climbed,,253,1,,,,y,,,,,
ba14_12,mismatch_label,"The American depositary receipts had climbed to about $ 27 heading into Friday , a level that ' s untenable if the ultimate price is just $ 1 higher because the deal has n't even officially been inked yet and faces significant regulatory hurdles .",Deal,deal,Merger/Acquisition,deal,279,279,,,,,,y,,,,coref guessed correctly
ba14_12,missing,"The American depositary receipts had climbed to about $ 27 heading into Friday , a level that ' s untenable if the ultimate price is just $ 1 higher because the deal has n't even officially been inked yet and faces significant regulatory hurdles .",SecurityValue,receipts,,,251,,,,,y,,,,,,
ba14_12,missing,"The American depositary receipts had climbed to about $ 27 heading into Friday , a level that ' s untenable if the ultimate price is just $ 1 higher because the deal has n't even officially been inked yet and faces significant regulatory hurdles .",Legal,hurdles,,,291,,,,,,,,,,,
ba14_13,spurious,"Thus , news of the price sent Embraer ' s ADRs plummeting as much as 7 percent .",,,SecurityValue,plummeting,,304,1,,,,,,,,,
ba14_13,missing,"Thus , news of the price sent Embraer ' s ADRs plummeting as much as 7 percent .",SecurityValue,ADRs,,,303,,1,,,,,,,,,
ba14_15,mismatch_label,Embraer is a crown jewel for Brazil .,CSR/Brand,jewel,Macroeconomics,jewel,324,324,,,,y,,y,,,,
ba14_16,spurious,"While Boeing is still negotiating with the government over what would happen with Embraer ' s defense business and how much say politicians would have going forward , a hefty offer was assumed to be part of its argument .",,,Deal,offer,,358,,,,,y,,,,,
ba14_17,spurious,The regional-jet hole in Boeing ' s lineup has been laid bare by its trade dispute with Bombardier over claims the Canadian company used low prices to unfairly compete for a Delta Air Lines Inc . order for which Boeing was n't even a contender .,,,Deal,order,,404,,,,,y,,,,,
ba14_17,spurious,The regional-jet hole in Boeing ' s lineup has been laid bare by its trade dispute with Bombardier over claims the Canadian company used low prices to unfairly compete for a Delta Air Lines Inc . order for which Boeing was n't even a contender .,,,Macroeconomics,compete,,396,,,,,y,,,,,
ba14_17,spurious,The regional-jet hole in Boeing ' s lineup has been laid bare by its trade dispute with Bombardier over claims the Canadian company used low prices to unfairly compete for a Delta Air Lines Inc . order for which Boeing was n't even a contender .,,,Legal,claims,,387,,,,,y,,,,,
ba14_19,missing,"And yet Boeing ' s offer values Embraer ' s ADRs at a discount to the median multiple paid in major aerospace and defense deals over the past decade , according to data compiled by Bloomberg .",Merger/Acquisition,offer,,,446,,,,,,,y,,,,
ba14_19,missing,"And yet Boeing ' s offer values Embraer ' s ADRs at a discount to the median multiple paid in major aerospace and defense deals over the past decade , according to data compiled by Bloomberg .",SecurityValue,values,,,447,,,,,,,y,,,,
ba14_20,spurious,Takeovers targets of more than $ 1 billion have typically commanded about 13 times Ebitda .,,,SecurityValue,commanded,,488,,,,,,y,,,,
ba14_20,spurious,Takeovers targets of more than $ 1 billion have typically commanded about 13 times Ebitda .,,,Rating,targets,,479,,,,,,y,,,,
ba14_20,missing,Takeovers targets of more than $ 1 billion have typically commanded about 13 times Ebitda .,Merger/Acquisition,Takeovers,,,478,,,,,,,,,,,
ba14_22,spurious,Boeing ' s reported bid for Embraer is just a modest bump up from where the company had already climbed on news of its interest .,,,SecurityValue,bump,,510,,,,,y,,,,,
ba14_24,mismatch_label,"Not all of the acquisitions in this industry are perfect comparisons ; Embraer has no hope of fetching the kind of pricey valuation that higher-margin avionics supplier Rockwell Collins Inc . did from United Technologies Corp . last year , for example .",Merger/Acquisition,valuation,SecurityValue,valuation,556,556,,,,,,1,1,,,
ba15_1,spurious,"Boeing ( BA ) was the Dow Jones Industrial Average ' s best-performing stock in 2017 , and it ' s gained nearly 20 % so far in 2018 .",,,SecurityValue,gained,,27,1,,,,,,,,,
ba15_1,missing,"Boeing ( BA ) was the Dow Jones Industrial Average ' s best-performing stock in 2017 , and it ' s gained nearly 20 % so far in 2018 .",SecurityValue,stock,,,19,,1,,,,,,,,,
ba15_1,missing,"Boeing ( BA ) was the Dow Jones Industrial Average ' s best-performing stock in 2017 , and it ' s gained nearly 20 % so far in 2018 .",Macroeconomics,best-performing,,,18,,,,,,,,,,,
ba15_2,missing,"After such a monster runup , investors may be asking how the airplane maker can keep the rally going .",SecurityValue,runup,,,40,,,,,,,,,,,
ba15_2,missing,"After such a monster runup , investors may be asking how the airplane maker can keep the rally going .",SecurityValue,rally,,,53,,,,,,,,,,,
ba15_3,spurious,Melius Research ' s Scott Davis thinks that mergers and acquisitions may be the answer .,,,Merger/Acquisition,acquisitions,,66,1,,,,y,,,,,
ba15_4,spurious,"He reiterated his Buy-Accumulate rating on Boeing and raised his price target to $ 500 Wednesday , writing that the company is still in the early innings of what he believes is a ` ` once-in - 50 - year transformation ' ' on a wide scale that will make it a higher-return business with lower risk .",,,Rating,Buy-Accumulate,,75,1,,,,y,,,,,
ba15_4,missing,"He reiterated his Buy-Accumulate rating on Boeing and raised his price target to $ 500 Wednesday , writing that the company is still in the early innings of what he believes is a ` ` once-in - 50 - year transformation ' ' on a wide scale that will make it a higher-return business with lower risk .",Profit/Loss,higher-return,,,124,,,,,,,,,,,
ba15_5,spurious,"While Boeing is making major changes in terms of its businesses , Davis thinks that some strategic M & A could complement these efforts .",,,Deal,A,,149,1,1,,,,,,,,
ba15_5,missing,"While Boeing is making major changes in terms of its businesses , Davis thinks that some strategic M & A could complement these efforts .",Merger/Acquisition,M,,,147,,,,,,,,,,,
ba15_9,mismatch_label,"He writes that it may not be the easiest deal to swallow , but Boeing can afford it , and if it could overcome regulatory and antitrust objections , it could be ` ` groundbreaking . ' '",Merger/Acquisition,deal,Deal,deal,235,235,,,,,,,,,,
ba15_9,mismatch_label,"He writes that it may not be the easiest deal to swallow , but Boeing can afford it , and if it could overcome regulatory and antitrust objections , it could be ` ` groundbreaking . ' '",Legal,objections,CSR/Brand,objections,253,253,,,,,,y,y,,,
ba15_9,missing,"He writes that it may not be the easiest deal to swallow , but Boeing can afford it , and if it could overcome regulatory and antitrust objections , it could be ` ` groundbreaking . ' '",Merger/Acquisition,it,,,243,,,,,,,y,,,,coref
ba15_9,missing,"He writes that it may not be the easiest deal to swallow , but Boeing can afford it , and if it could overcome regulatory and antitrust objections , it could be ` ` groundbreaking . ' '",Merger/Acquisition,it,,,247,,,,,,,y,,,,coref
ba15_9,missing,"He writes that it may not be the easiest deal to swallow , but Boeing can afford it , and if it could overcome regulatory and antitrust objections , it could be ` ` groundbreaking . ' '",Merger/Acquisition,it,,,255,,,,,,,y,,,,coref
ba15_10,mismatch_label,"GE , the worst-performing stock in the Dow last year , certainly could be persuaded to part with GE Aviation , and Davis believes that the Trump administration is ` ` Boeing-friendly ' ' and that the synergies of such a deal ` ` would be gigantic . ' '",Merger/Acquisition,deal,Deal,deal,305,305,,,,,,y,,,,coref
ba15_10,missing,"GE , the worst-performing stock in the Dow last year , certainly could be persuaded to part with GE Aviation , and Davis believes that the Trump administration is ` ` Boeing-friendly ' ' and that the synergies of such a deal ` ` would be gigantic . ' '",Macroeconomics,Boeing-friendly,,,295,,,,,,,,,,,
ba15_10,missing,"GE , the worst-performing stock in the Dow last year , certainly could be persuaded to part with GE Aviation , and Davis believes that the Trump administration is ` ` Boeing-friendly ' ' and that the synergies of such a deal ` ` would be gigantic . ' '",SecurityValue,stock,,,268,,,,,,,,,,,
ba15_11,spurious,Boeing is up 0.2 % in early trading .,,,SecurityValue,is,,315,,,,,y,,,,,
ba15_12,missing,The SPDR S & P Aerospace & Defense ETF ( XAR ) is flat .,SecurityValue,flat,,,336,,,,,,,,,,,
ba16_0,spurious,"Boeing ' s stock contributes about 10 % of the Dow ' s 1,030 - point tumble",,,SecurityValue,contributes,,4,1,,,,,,,,,
ba16_1,spurious,Shares of Boeing Co . were exacting the biggest toll on the Dow Jones Industrial Average on Thursday .,,,SecurityValue,Shares,,17,,,,,,,,,,
ba16_1,mismatch_label,Shares of Boeing Co . were exacting the biggest toll on the Dow Jones Industrial Average on Thursday .,SecurityValue,toll,Macroeconomics,toll,26,26,,,,,,,,,,
ba16_2,missing,"The plane manufacturer , which has been the most influential component of the price-weighted Dow was contributing almost 115 points of the blue-chip average ' s drop .",Macroeconomics,component,,,46,,,,,,,,,,,
ba16_3,spurious,"Boeing ' s shares were off 4.8 % , or 16.75 .",,,SecurityValue,off,,69,1,,,,,,,,,
ba16_3,spurious,"Boeing ' s shares were off 4.8 % , or 16.75 .",,,SecurityValue,were,,68,1,,,,,,,,,
ba16_4,spurious,A $ 1 move in any one of the Dow ' s 30 components equates to a $ 6.83 - point slide in the benchmark .,,,SecurityValue,move,,79,,,,,,,,,,
ba16_5,spurious,Shares of Caterpillar Inc . Goldman Sachs Group Inc . and Home Depot Inc . were also pushing the Dow decidedly lower by a combined 140 points .,,,SecurityValue,lower,,123,1,,,,,,,,,
bac04_0,missing,Bank of America Earnings Hurt by Tax-Related Charge,Expense,Charge,,,7,,,,,,,,,,,
bac04_0,missing,Bank of America Earnings Hurt by Tax-Related Charge,Profit/Loss,Hurt,,,4,,,,,y,,,,,,
bac04_1,missing,Bank of America has made a concerted effort to cut costs and focus on safer businesses such as lending to consumers with good credit .,CSR/Brand,businesses,,,23,,1_tok_error,,,,,,,,,
bac04_3,missing,Bank of America has made a concerted effort to cut costs and focus on safer businesses such as lending to consumers with good credit .,CSR/Brand,businesses,,,60,,1_tok_error,,,,,,,,,
bac04_4,mismatch_label,"Bank of America Corp . said a charge from the new U.S . tax law caused quarterly profit to fall by 48 % , even as the bank ended 2017 with its crisis-era issues firmly in the past .",Expense,charge,Legal,charge,77,77,,,,,,y,,,,
bac04_4,missing,"Bank of America Corp . said a charge from the new U.S . tax law caused quarterly profit to fall by 48 % , even as the bank ended 2017 with its crisis-era issues firmly in the past .",Macroeconomics,law,,,84,,,,,,,,,,,
bac04_6,missing,That was down from $ 4.54 billion a year earlier .,Profit/Loss,was,,,134,,1,,,,,,,,,
bac04_6,missing,That was down from $ 4.54 billion a year earlier .,Profit/Loss,That,,,133,,,,,,,,,,,coref
bac04_7,mismatch_label,"Without the $ 2.9 billion tax charge , however , the bank ' s profit would have risen to $ 5.3 billion , or 47 cents a share .",Profit/Loss,charge,Legal,charge,150,150,,,,,,y,,,,
bac04_9,missing,"For the year , the bank posted a $ 21.1 billion profit , excluding the tax adjustment .",Profit/Loss,adjustment,,,207,,1,,,,,,,,,
bac04_10,missing,"That roughly matched the bank ' s all-time profit record from 2006 , when it was a simpler consumer-focused firm that had n't yet bought ailing mortgage lender Countrywide Financial Corp . or investment bank Merrill Lynch & Co .",Profit/Loss,record,,,218,,1,,,,,,,,,
bac04_10,missing,"That roughly matched the bank ' s all-time profit record from 2006 , when it was a simpler consumer-focused firm that had n't yet bought ailing mortgage lender Countrywide Financial Corp . or investment bank Merrill Lynch & Co .",Profit/Loss,That,,,209,,,,,,,,,,,coref
bac04_11,missing,The bank ' s executives said Wednesday that the 2018 outlook is bright .,FinancialReport,outlook,,,259,,,,,,,,,,,annotation error
bac04_12,missing,That is because the one-time hit from the tax bill is expected to be outweighed by the law ' s longer-term benefits .,Profit/Loss,hit,,,268,,,,,y,,y,,,,
bac04_12,missing,That is because the one-time hit from the tax bill is expected to be outweighed by the law ' s longer-term benefits .,Macroeconomics,law,,,280,,,,,,,,,,,
bac04_13,missing,The fourth-quarter charge was largely due to the bank writing down its deferred tax assets .,SecurityValue,writing,,,295,,1,,,y,,,,,,
bac04_13,missing,The fourth-quarter charge was largely due to the bank writing down its deferred tax assets .,Profit/Loss,charge,,,288,,,,,,,,,,,
bac04_14,missing,"These credits to offset future tax bills were created by past losses , in many cases huge ones racked up during the financial crisis .",Profit/Loss,losses,,,313,,,,,,,,,,,
bac04_14,missing,"These credits to offset future tax bills were created by past losses , in many cases huge ones racked up during the financial crisis .",Profit/Loss,ones,,,319,,,,,,,,,,,coref
bac04_15,missing,The assets generally lose value when tax rates fall .,SecurityValue,value,,,331,,,,,,,,,,,
bac04_15,missing,The assets generally lose value when tax rates fall .,Macroeconomics,rates,,,334,,1,,,,,,,,,
bac04_16,missing,"The bank expects its effective tax rate for 2018 to be 20 % , down from an expected 29 % before the new tax law , Chief Financial Officer Paul Donofrio said on a call with reporters Wednesday morning .",FinancialReport,rate,,,343,,,,,,,,,,,
bac04_17,mismatch_label,"Chief Executive Brian Moynihan said he expected most of the bank ' s benefit from the tax cut would go to shareholders , who should expect higher capital returns in the form of dividends or share buybacks .",Dividend,returns,Profit/Loss,returns,405,405,,,,,,,,,,
bac04_17,mismatch_label,"Chief Executive Brian Moynihan said he expected most of the bank ' s benefit from the tax cut would go to shareholders , who should expect higher capital returns in the form of dividends or share buybacks .",Macroeconomics,cut,Expense,cut,394,394,,,,,,y,,,,
bac04_17,missing,"Chief Executive Brian Moynihan said he expected most of the bank ' s benefit from the tax cut would go to shareholders , who should expect higher capital returns in the form of dividends or share buybacks .",Dividend,buybacks,,,413,,,,,y,,,,,,
bac04_18,spurious,Some of it will be spent on investments .,,,Expense,spent,,420,,,,,,,,,,
bac04_19,mismatch_label,Mr . Moynihan also reiterated that he expected tax changes would eventually lead to more loan growth .,FinancialReport,growth,Revenue,growth,440,440,,,,,,y,,,,
bac04_19,missing,Mr . Moynihan also reiterated that he expected tax changes would eventually lead to more loan growth .,Macroeconomics,changes,,,433,,,,,,,y,,,,
bac04_20,spurious,The benefits from the tax bill are expected to accelerate the progress Bank of America has made rebuilding its business after the financial crisis .,,,CSR/Brand,crisis,,465,,,,,,y,,,,
bac04_20,missing,The benefits from the tax bill are expected to accelerate the progress Bank of America has made rebuilding its business after the financial crisis .,Profit/Loss,benefits,,,443,,,,,,,,,,,coref
bac04_20,missing,The benefits from the tax bill are expected to accelerate the progress Bank of America has made rebuilding its business after the financial crisis .,Macroeconomics,bill,,,447,,,,,,,,,,,
bac04_22,mismatch_label,"Since then , the company ' s legal problems have eased , as Mr . Moynihan has made a concerted effort to cut costs and focus on safer businesses such as lending to consumers with good credit .",Legal,problems,CSR/Brand,problems,500,500,1,,,,,y,,,,
bac04_22,spurious,"Since then , the company ' s legal problems have eased , as Mr . Moynihan has made a concerted effort to cut costs and focus on safer businesses such as lending to consumers with good credit .",,,Legal,legal,,499,1,,,,y,,,,,
bac04_22,missing,"Since then , the company ' s legal problems have eased , as Mr . Moynihan has made a concerted effort to cut costs and focus on safer businesses such as lending to consumers with good credit .",CSR/Brand,businesses,,,520,,1,,,,,,,,,
bac04_23,mismatch_label,"The boost from the tax bill will expedite the bank ' s timeline for meeting long-held performance goals of a 1 % return on assets and a 12 % return on tangible common equity , Mr . Moynihan said .",Profit/Loss,return,Dividend,return,552,552,,,y,,,y,,,,
bac04_23,missing,"The boost from the tax bill will expedite the bank ' s timeline for meeting long-held performance goals of a 1 % return on assets and a 12 % return on tangible common equity , Mr . Moynihan said .",Macroeconomics,bill,,,535,,,,,,,,,,,
bac04_23,missing,"The boost from the tax bill will expedite the bank ' s timeline for meeting long-held performance goals of a 1 % return on assets and a 12 % return on tangible common equity , Mr . Moynihan said .",Profit/Loss,return,,,559,,,,,,,y,,,,
bac04_23,missing,"The boost from the tax bill will expedite the bank ' s timeline for meeting long-held performance goals of a 1 % return on assets and a 12 % return on tangible common equity , Mr . Moynihan said .",Profit/Loss,boost,,,531,,,,,,,y,,,,
bac04_23,missing,"The boost from the tax bill will expedite the bank ' s timeline for meeting long-held performance goals of a 1 % return on assets and a 12 % return on tangible common equity , Mr . Moynihan said .",FinancialReport,goals,,,547,,,,,,,,,,,
bac04_24,missing,"Excluding the effect of the tax bill , those metrics stood at 0.9 % and 10.9 % in the fourth quarter .",Profit/Loss,metrics,,,579,,,,,,,y,,,,
bac04_29,mismatch_label,"It also cut expenses to $ 54.74 billion on the year , coming closer to a $ 53 billion target the bank has set for 2018 .",Expense,target,Rating,target,697,697,,,,,,y,,,,
bac04_29,spurious,"It also cut expenses to $ 54.74 billion on the year , coming closer to a $ 53 billion target the bank has set for 2018 .",,,Expense,cut,,680,1,,,,,,,,,
bac04_29,missing,"It also cut expenses to $ 54.74 billion on the year , coming closer to a $ 53 billion target the bank has set for 2018 .",FinancialReport,coming,,,690,,1,,,,,,,,,
bac04_32,mismatch_label,One was a $ 292 million charge related to ` ` a single-name non-U.S . commercial ' ' client in the fourth quarter .,Profit/Loss,charge,Legal,charge,732,732,,,,,,y,,,,
bac04_33,missing,A person familiar with the matter said this came from the bank ' s lending activity involving troubled firm Steinhoff International Holdings NV .,Financing,activity,,,765,,,,,,,y,,,,
bac04_33,missing,A person familiar with the matter said this came from the bank ' s lending activity involving troubled firm Steinhoff International Holdings NV .,Profit/Loss,this,,,757,,,,,,,,,,,coref
bac04_34,mismatch_label,"JPMorgan Chase & Co . and Citigroup Inc . both took similar charges for loans involving the retailer , which is battling burgeoning financial problems after disclosing possible accounting irregularities .",Profit/Loss,charges,Legal,charges,786,786,,,,,,y,,,,
bac04_34,missing,"JPMorgan Chase & Co . and Citigroup Inc . both took similar charges for loans involving the retailer , which is battling burgeoning financial problems after disclosing possible accounting irregularities .",CSR/Brand,irregularities,,,803,,,,,y,,,,,,
bac04_34,missing,"JPMorgan Chase & Co . and Citigroup Inc . both took similar charges for loans involving the retailer , which is battling burgeoning financial problems after disclosing possible accounting irregularities .",CSR/Brand,problems,,,798,,,,,,,y,,,,
bac04_38,spurious,"Shares are up more than 80 % since the 2016 presidential election , when hopes for deregulation , tax cuts and rate increases sent stocks in the sector higher .",,,SecurityValue,up,,896,1,,,,,,,,,
bac04_38,missing,"Shares are up more than 80 % since the 2016 presidential election , when hopes for deregulation , tax cuts and rate increases sent stocks in the sector higher .",SecurityValue,stocks,,,918,,1,,,,,,,,,
bac04_38,missing,"Shares are up more than 80 % since the 2016 presidential election , when hopes for deregulation , tax cuts and rate increases sent stocks in the sector higher .",Macroeconomics,hopes,,,908,,,,,,,,,,,
bac04_39,spurious,"Shareholders greeted Bank of America ' s latest results with caution , sending the bank ' s shares 0.8 % lower in morning trading .",,,SecurityValue,shares,,941,1,,,,,,,,,
bac04_39,missing,"Shareholders greeted Bank of America ' s latest results with caution , sending the bank ' s shares 0.8 % lower in morning trading .",SecurityValue,sending,,,936,,1,,,,,,,,,
bac04_40,missing,The bank had to issue so many new shares to deal with its crisis-era problems that per-share profits remain far below pre - 2008 levels .,Financing,shares,,,957,,1,,,,,y,,,,
